,id,audio_wav,text
1927,1927,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_008.wav,나는 좀 되게 화가 나.
1928,1928,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_009.wav,이런 기준을 두는 거 자체가.
1929,1929,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_010.wav,"그지, 근데 그게 나는 그거라고 생각해."
1930,1930,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_011.wav,그냥 꼰대 이런 걸 다 떠나서 그냥 얼마나 배려심 있는가.
1931,1931,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_012.wav,"그냥 그거 같애, 왜냐면 예를 들어서 아까 영상에서 그랬잖아."
1932,1932,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_013.wav,교수님이랑 밥 먹는 자리다 근데 뭐 편한 복장도 좋지만 거기 맨발에 슬리퍼는 웬만하 웬만히 사회 경험 없는 사람도 그거는 아니라고 생각할 거 아니야.
1933,1933,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_014.wav,"근데 그건 배려 그냥 배려의 정도라고 생각해, 그냥 진짜."
1934,1934,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_015.wav,배려의 정도.
1935,1935,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_016.wav,그 합석하는 사람이 그니까 뭐 학생이 아 교수님 밥을 사주시네 어떤 뭐 좋은 얘기를 해주시나?
1936,1936,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_017.wav,무튼 나를 그 자리에 초대한 거잖아.
1937,1937,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_018.wav,아 날 초대해 줬구나.
1938,1938,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_019.wav,"아 그러면 내가 어떻 이렇게 입어야겠구나라는 그 그 배려의 차이인 거 같애, 되게."
1939,1939,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_020.wav,그 꼰대라는 게 아 이게 아니 나 너무 화가 나 아이 질문이 이게 수준이 봐 생각해 봐.
1940,1940,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_021.wav,후배가 밥 먹는데 나를 움직이게 했는데 불편하냐고 물어봤잖아.
1941,1941,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_022.wav,"근데 그 굳이 후배가 아니어도 그냥 나를 짜증 나게 하는 사람이거나 아 그냥 그날 내가 컨디션이 안 좋으면 기분이 나쁠 수도 있는 거잖아, 그게 꼭 후배가 아니어도."
1942,1942,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_023.wav,"그니까 그 저 꼰대의 기준치 자체가 너무 그냥 어이가 없다고 봐, 나는."
1943,1943,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_024.wav,저게 의미가 있나?
1944,1944,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_025.wav,"아 그지, 기성세대 응."
1945,1945,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_026.wav,그그 너무 편향적이었고 그 이제 와서 꼰대라는 게 우리 20대 이상 시대에 아니 그냥 꼰대라는 게 의미가 있나 싶어.
1946,1946,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_027.wav,그 옛날에 이런 말 있잖아.
1947,1947,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_028.wav,군대 전역하면 이제 복학생 아저씨라는 그게 있잖아.
1948,1948,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_029.wav,근데 요새는 그 뭐 뭐 밥 혼자 먹고 그냥 그런 개념이 없는 거 같애.
1949,1949,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_030.wav,그냥 복학생 그런 걸 떠나서 그냥 혼자 먹는 사람은 먹는 거고 같이 먹는 사람은 복학생 되서도 뭐 생긴 걸 이런 걸 떠나서 그냥 어울리면 같이 만나고 그냥 그거는 전혀 꼰대랑 나는 상관없는 거 같애.
1950,1950,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_031.wav,"그냥 오히려 군대 둘 다 갔다 왔잖아, 우리가."
1951,1951,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_032.wav,가기 전에 오히려 더 꼰대였던 거 같애.
1952,1952,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_033.wav,그니까 그 무슨 말 무슨 말인지 알지.
1953,1953,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_034.wav,아 이게 무슨 말이냐면 군대 있을 때 오히려 그 이 그런 거 있잖아.
1954,1954,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_035.wav,"맞아, 후 후임이 못 했을 때 내가 막 좀 지적하면 생기는 일들이 있잖아."
1955,1955,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_036.wav,근데 그걸 겪다 보니까 아 오히려 개인주의가 편하구나.
1956,1956,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_037.wav,"어, 맞어 약간 그런 걸 느끼다 보니까 오히려 전역하고 나서는 아 누가 뭘 누가 실수를 했어 그럼 막 나서서 어 이거 이거다 얘기하는 거보다 한 번 더 생각하게 되고 아 왜 그랬을까 저 친구가 아 뭐 그럴 수도 있지 약간 그렇게 생각하."
1957,1957,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_038.wav,아 뭐 살다 어 저 사람은 나랑 다르니까 그럴 수도 있지 뭐 이렇게 생각하는 것 같기도 하고 글쎄 나는 응.
1958,1958,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_039.wav,"그치 정이 없는 거지, 되게."
1959,1959,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_040.wav,아 근데 나는 뭐 이렇게 기준 두는 게 너무 싫어.
1960,1960,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_041.wav,인간 사는 그니까 뭐 과학적인 정확한 수학이나 정확한 어떤 근거를 제시해야 되는 과학적 근거 같은 여러 실험 결과나 이런 것들은 정확해야 된단 말이야.
1961,1961,./KEMDy20_v1_1/wav\Session09\Sess09_script02_User018M_042.wav,근데 우리 인간 사는 건 사실 이 유도 융통성이.
1962,1962,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_001.wav,어 나는 1년에 한 두세 번?
1963,1963,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_002.wav,"어 1년에 내가 엄청 피곤한 날이 가끔씩 있을 거 아니야, 진짜로."
1964,1964,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_003.wav,막 한 하루 하루 넘게 잠을 못 잔다거나 3일 동안 술을 먹는다거나 이러면 코 골아.
1965,1965,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_004.wav,왜냐면은 이틀 동안 잠을 못 잘 일이 잘 없어.
1966,1966,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_005.wav,그러면 48시간을 깨있어야 되는데 앵간하면 30시간 안에 잠을 자기 때문에.
1967,1967,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_006.wav,"아 그거는 어 그러면 인정할 수 있지, 어."
1968,1968,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_007.wav,응 아니면은 약간 막 테라 버닝.
1969,1969,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_008.wav,아 우리 침대였어.
1970,1970,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_009.wav,나는 근데 침상이 더 좋더라.
1971,1971,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_010.wav,침대가 겨울에 추워.
1972,1972,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_011.wav,"어 겨울에 진짜 추워, 침대가."
1973,1973,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_012.wav,그냥 이불 덮고 자는데 그 우리가 라디에이터를 썼단 말이야.
1974,1974,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_013.wav,창문 근처에 라디에이터가 있었는데 라디에이터에서 멀면 멀수록 이제 더 춥지.
1975,1975,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_014.wav,"코골이 듣는 사람이 힘들어, 너무."
1976,1976,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_015.wav,"응 같은 공간에서 코골이를 며칠 동안 듣고 있으면 진짜 미칠 거 같애, 진짜."
1977,1977,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_016.wav,어 이 사람이 예쁜 짓을 해도 화가 나는 거 있잖아.
1978,1978,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_017.wav,흐흐 어 잠을 못 자니까 항상 곤두서 있고.
1979,1979,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_018.wav,어 다시 깨.
1980,1980,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_019.wav,그니까 약간 코골이에도 군대에서 느낀 건데 주기가 있는 사람이 있고 주기가 없는 사람이 있어.
1981,1981,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_020.wav,"어, 어어 코골이에 리듬이 있는 사람이면 어떻게든 그 리듬을 위안 삼아 잠들 수 있어."
1982,1982,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_021.wav,"어 근데 갑자기 급발진하는 친구들이 있다고, 막 갑자기 컥 하다가 막 이런 친구가 있는데 아 이러면 이제 한 번씩 깨고 어우 힘들지."
1983,1983,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_022.wav,아버지랑 같이 잔적이 없어서 모르겠네.
1984,1984,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_023.wav,우리 우리 집은 거의 다 좀 그렇게 살집이 있는 편이 아니라 아무래도 쪼끔 좀 살집이 있는 사람들이 코를 많이 골더라고.
1985,1985,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_024.wav,엄마가 이 갈아 근데.
1986,1986,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_025.wav,가끔 그냥.
1987,1987,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_026.wav,근데 이게 막막 매일매일 엄청 막 가는 게 아니다 보니까.
1988,1988,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_027.wav,이 가는 게 그냥 입 벌리고 자거나 마우스피스 하거나 그런 거 밖에 없지 않을까?
1989,1989,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_028.wav,뭐 이만 알아서 잘 갈 수 있을 것 같은데 어금니를 씹는 거잖아.
1990,1990,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_029.wav,어금니가 어 어금니가 평평해지는 거야.
1991,1991,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_030.wav,"응, 맞아 맞아."
1992,1992,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_031.wav,엥간하게 쎄게 하지 않는 이상 그런 소리 안 나거든.
1993,1993,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_032.wav,어 소리 잘 안 나.
1994,1994,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_033.wav,아침에 일어나서 턱이 아프다고 얘기하는 사람들은 무조건 이 가는거야.
1995,1995,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_034.wav,그럼 이 가는 걸 수도 있어.
1996,1996,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_035.wav,"그니까 위쪽 어금니나 아래턱 요쪽이 좀 뻐근하다 싶으면 이가는 거 맞아, 거의."
1997,1997,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_036.wav,어 가끔 이 갈고 나면은 이쪽이 뻐근하더라고.
1998,1998,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_037.wav,아침에 일어나서 가끔 가는 거 같애.
1999,1999,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_038.wav,나는 모르는데 내가 내 이가는 소리에 깬 적은 없어.
2000,2000,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_039.wav,코 고는 소리엔 깨봤는데.
2001,2001,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_040.wav,상엽이 많이 골지.
2002,2002,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_041.wav,상엽이 귀엽잖아.
2003,2003,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_042.wav,각방 써야 돼.
2004,2004,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_043.wav,서로를 위해 각방을 써야 하는 게 맞아.
2005,2005,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User017M_044.wav,"맞아, 선잠이야 결국 응."
2006,2006,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_001.wav,어 너는 잘 때 코 골아?
2007,2007,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_002.wav,1년에 두세 번?
2008,2008,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_003.wav,그게 두세 번밖에 안 돼?
2009,2009,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_004.wav,어 그게 1년에 두세 번 밖에 안 돼?
2010,2010,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_005.wav,되게 건전하게 사네.
2011,2011,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_006.wav,게임 같은 거 하면.
2012,2012,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_007.wav,어몽어스 같은 거.
2013,2013,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_008.wav,"근데 너희는 군대 그 형식이 어떻게 됐어, 침대였어?"
2014,2014,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_009.wav,아 좋았겠다.
2015,2015,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_010.wav,근데 침낭 덮으면은 그렇게 뭐 실내에서 안 춥지 않나?
2016,2016,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_011.wav,난 군대에 있을 때 이게 데자뷰일 수 있는데 나는 선후임이 둘 다 코를 엄청 골았거든.
2017,2017,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_012.wav,그래서 한쪽에는 선임 한쪽에는 후임 있어서 그래서 나는 이 코골이에 대해서 별로 좋게 생각을 못 하겠어.
2018,2018,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_013.wav,나는 아버지도 코 엄청 골았었고 어 전 여자친구도 코를 좀 골았었고 아 근데 그건 같이 잠 안 자니까 상관없지만 응 무튼 좀 코 고는 거에 대해서 난 되게 부정적인 생각을 갖고 있어서.
2019,2019,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_014.wav,아 짜증 나.
2020,2020,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_015.wav,아이 이제 잠을 제대로 못 자니까.
2021,2021,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_016.wav,이게 잠들어도 가끔 그 코가 코 엄청 크게 골 때가 있잖아.
2022,2022,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_017.wav,피크 칠 때가 있잖아.
2023,2023,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_018.wav,그럼 다시 깨.
2024,2024,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_019.wav,"어우 그러면 하 다시 잠들 잠들기가가 힘들어, 너무 그럴 땐."
2025,2025,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_020.wav,아 어 아 있지 있지 있지.
2026,2026,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_021.wav,로 로도 로도 어그들이 있지.
2027,2027,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_022.wav,음 알지 알지.
2028,2028,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_023.wav,어 너 아버지 코 안 고셨어?
2029,2029,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_024.wav,아 힘들겠다.
2030,2030,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_025.wav,이 가는 게 진짜 안 좋은 건데.
2031,2031,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_026.wav,그걸 치료할 수 있나 이 가는 것도?
2032,2032,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_027.wav,그냥 걱정인 게 이 갈다가 혀 혀도 같이 갈리면 어떻게 해?
2033,2033,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_028.wav,아 어금니로 씹는 거야?
2034,2034,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_029.wav,아 이 가는 소리를 들어 봤거든.
2035,2035,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_030.wav,진짜 빠드득빠드득 소리를 나가더라고.
2036,2036,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_031.wav,그거 내가 혼자 해봤어.
2037,2037,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_032.wav,"방에서 안 소리가 안 나, 세게 해도."
2038,2038,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_033.wav,엄청 세게 해야 되더라고.
2039,2039,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_034.wav,아 근데 진짜 안 좋은 건데.
2040,2040,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_035.wav,나 턱 아픈데.
2041,2041,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_036.wav,아 근데 이는 안 갈아.
2042,2042,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_037.wav,"아 그건 아닌가 봐, 그럼."
2043,2043,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_038.wav,아 하품을 많이 해서 그런가?
2044,2044,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_039.wav,너 이 갈아?
2045,2045,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_040.wav,상엽이도 코 많이 고는데.
2046,2046,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_041.wav,갑자기 대화 주제가 왜 그렇게 돼.
2047,2047,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_042.wav,"나는 같이 사는 사람이 코를 골면 같이 못 살 거 같애, 나는."
2048,2048,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_043.wav,어 각방 써야 하는 게 맞는 거 같고 그게 맞는 거 같애.
2049,2049,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_044.wav,그리고 코는 본인 스스로한테도 안 좋아.
2050,2050,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_045.wav,"왜냐면 본인이 깊게 잠을 못 자, 코 많이 골면."
2051,2051,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_046.wav,그래가지고 별로 안 좋고.
2052,2052,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_047.wav,"사실 나는 컬투쇼 보면서 이게 그 그렇게 재밌는 주제인지 잘 모르겠어, 그냥."
2053,2053,./KEMDy20_v1_1/wav\Session09\Sess09_script03_User018M_048.wav,기분 나빴어 되게.
2054,2054,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_001.wav,어 그러니까.
2055,2055,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_002.wav,너 사귀면서 아주 다사다난 했잖어.
2056,2056,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_003.wav,세 번이면 뭐 평타는 치지 않을까?
2057,2057,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_004.wav,대학 와서 아니 두 번째.
2058,2058,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_005.wav,어 나 군대 가기 전에 잠깐 있었어.
2059,2059,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_006.wav,아 17년도에 있었어.
2060,2060,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_007.wav,입대를 17년 시월에 했고 그때 전에 사귀었던 여자친구랑 8월엔가 헤어졌어.
2061,2061,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_008.wav,한 세 달 사귀었나?
2062,2062,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_009.wav,어 나 연상 좋아하거든.
2063,2063,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_010.wav,나 연상이랑 두 번.
2064,2064,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_011.wav,대학 와서 한 번도 없지.
2065,2065,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_012.wav,그치 서로 안 좋게 헤어지고 서로 똥차인데 내가 좀 많이 일방적으로 상처를 받았다 라고 느끼면 이제 상대방을 똥차로 비유를 하는 거지.
2066,2066,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_013.wav,"나는 나 고등학교 때 연상이랑 사겼어, 두 살 많았어."
2067,2067,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_014.wav,어 어 고 1 때 이제 두 살 많았으니까 고3 졸업하고 졸업할 때쯤 사겼단 말야.
2068,2068,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_015.wav,사귀고 한 세네 달 사겼는데 헤어질 때 남자친구가 이미 있었어.
2069,2069,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_016.wav,나랑 사귀기 전에 남자친구가 있었어.
2070,2070,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_017.wav,개개 어 개 어이없어가지고 진짜 아 나는 뭐였지 이런 느낌.
2071,2071,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_018.wav,"응, 개 쓰레기지."
2072,2072,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_019.wav,개 쓰레기지.
2073,2073,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_020.wav,"연애 연애를 안 해봤어도 약간 썸 단계에서 걸르는 경우도 좀 있잖아, 은근히."
2074,2074,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_021.wav,얘한테 일단 호감이 있다가 쪼끔 만나 봤는데 아 사귈 만한 인재가 아닌데 약간 이런 느낌으로 생각할 수도 있는 거잖아.
2075,2075,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_022.wav,"나는 그런 거, 내 내가 쓰레기인 걸 수도 있는데 사람마다 이거는 의견이 갈리는 부분이라 나는 연락에 집착하는 사람을 되게 부담스러워하거든."
2076,2076,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_023.wav,어 막 카톡을 몇 분 안에 봐야 되고 막 이런 거.
2077,2077,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_024.wav,나는 그냥 그니까 내 애인이 술을 먹으러 가 그럼 나한테 카톡을 안 하고 그냥 술을 먹고 집에 갈 때쯤 연락을 해도 상관이 없어.
2078,2078,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_025.wav,아님 다음 날 아침에 나 어제 집 잘 들어갔어란 말만 해도 상관이 없어.
2079,2079,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_026.wav,그건 예의가 아니지.
2080,2080,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_027.wav,어 근데 이제 메신저를 통해서 지속적으로 연락을 하지 않으면 막 자기가 답답해하거나 화를 내는 그런 사람이랑은 좀 안 맞아.
2081,2081,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_028.wav,"응, 가기 전에 한 번은 연락을 해 줄 수 있는 거."
2082,2082,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_029.wav,그럼 좋은 거지.
2083,2083,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_030.wav,연상 오빠라곤 안 하잖아.
2084,2084,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User017M_031.wav,그냥 뭐하냐는 얘기 많이 들어도 어디냐는 얘기는 별로 안 들어본 거 같애 확실히.
2085,2085,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_001.wav,어제 밥 먹으면서 얘기했던 거네.
2086,2086,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_002.wav,신기하네.
2087,2087,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_003.wav,대학교 때 연애를 연애 같 그니까 연애 같은 거 포함해서 세 번밖에 안 해봐서 밖엔가 난 잘 모 모 그니까.
2088,2088,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_004.wav,넌 지금 잘 사귀고 있으니까.
2089,2089,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_005.wav,첫 연애가?
2090,2090,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_006.wav,대학 와서?
2091,2091,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_007.wav,너 여자친구 있었어?
2092,2092,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_008.wav,있었구나.
2093,2093,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_009.wav,너 입대가 언제였지?
2094,2094,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_010.wav,"나는 오래 사귀어 본 적이 없어서 다 불 금방 불타고 금방 슈웅 이렇게 사라지는 그런 어 핫한 사랑이었지 다들, 응."
2095,2095,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_011.wav,다 여 다 연상이었어 나는.
2096,2096,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_012.wav,근데 연상이랑은 한 번도 안 사겨 봤잖아.
2097,2097,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_013.wav,아니 대학 와서.
2098,2098,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_014.wav,"또 달라, 대학 와서는."
2099,2099,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_015.wav,응 연상이 좋더라.
2100,2100,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_016.wav,나는 나는 나는 연상이 좋더라고.
2101,2101,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_017.wav,"근데 이 똥차라는 그게 내가 과연 안 좋게 헤어지면 서로가 똥차 아닐까, 그냥."
2102,2102,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_018.wav,넌 그런 경험이 있는지 혹시.
2103,2103,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_019.wav,"아, 고등학교."
2104,2104,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_020.wav,근데 이게 좀 어려서 다들 다 아직 그니까 철이 안 들었다고 해 해애 하기에는 좀 애매하긴 한데 어려서 그런 거 같애.
2105,2105,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_021.wav,나도 대학교 1학년 때 과 누나랑 CC를 했었는데 교회 누나였단 말이야.
2106,2106,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_022.wav,아 그니까 내 난 교회를 안 다니지만 그 누나가 전형적인 교회 누나 누나였 어 그런 누나였는데 헤어지지도 않고 잠깐 다퉜어.
2107,2107,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_023.wav,근데 이제 교회 오빠랑 이제 밤에 막 손 잡고 다니고 이걸 다른 사람이 봐가지고 헤어졌지.
2108,2108,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_024.wav,"솔직히 이거는 그 사람이 똥차 아니야, 진짜?"
2109,2109,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_025.wav,쓰레기지?
2110,2110,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_026.wav,음 쓰 개쓰레기야?
2111,2111,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_027.wav,이게 사실 응 연애 경험이 뭐 엄청 많아야 이런 얘기를 할 텐데.
2112,2112,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_028.wav,엄청 많지도 않아서.
2113,2113,./KEMDy20_v1_1/wav\Session09\Sess09_script04_User018M_029.wav,응 그런 난 그런 껀덕지라도 있었음 좋겠다.
