,id,audio_wav,text
1215,1215,./KEMDy20_v1_1/wav\Session12\Sess12_script05_User082F_009.wav,"난 예전엔 사실 엄마가 있으나 없으나 막 그런 거에 대해서 솔직히 엄마가 일찍 돌아가신 분들도 많잖아, 근데 그거에 대한 나는 엄마에 대한 고마움이 솔직히 많이 없었다?"
1216,1216,./KEMDy20_v1_1/wav\Session12\Sess12_script05_User082F_010.wav,그냥 가족 엄마가 나에게 도와주는 게 뭐가 있가니 라는 생각이 조금 커가지고 그런지 엄마가 있으나 없으나 뭐 그냥 그런 생각이 있었는데 이번에 와서 조금 더 느꼈던 거 같애.
1217,1217,./KEMDy20_v1_1/wav\Session12\Sess12_script05_User082F_011.wav,그니까 엄마가 새벽에도 와가지고 반찬을 싸 들고 집에 오잖아.
1218,1218,./KEMDy20_v1_1/wav\Session12\Sess12_script05_User082F_012.wav,근데 그 무거운 짐을 가지고 우리가 엄마가 서울에서부터 여기까지 내려와가지고 그걸 이고 왔다고 생각하는 게 그리고 특히나 엄마가 지금 허리가 안 좋잖아.
1219,1219,./KEMDy20_v1_1/wav\Session12\Sess12_script05_User082F_013.wav,근데 엄마 허리가 되게 많이 안 좋잖아.
1220,1220,./KEMDy20_v1_1/wav\Session12\Sess12_script05_User082F_014.wav,수술을 해야 되는데 그거 하면 이제 못 움직인다고 안 하는 경운데 지금.
1221,1221,./KEMDy20_v1_1/wav\Session12\Sess12_script05_User082F_015.wav,그런 상태에서 그렇게까지 그 반찬을 들고 와가지고 우리 먹이겠다고 새벽에 먹이고 반차만 놓고 10분도 안 돼가지고 다시 또 서울로 가고 그런 거 보면서 아 진짜 엄마 없는 사람들은 얼마나 서러울까라는 생각을 진짜 많이 하게 되는 거 같애.
1222,1222,./KEMDy20_v1_1/wav\Session12\Sess12_script05_User082F_016.wav,그런 보면.
1223,1223,./KEMDy20_v1_1/wav\Session12\Sess12_script05_User082F_017.wav,나는 솔직히 말해서 엄마가 해주는 음식이 싫진 않아.
1224,1224,./KEMDy20_v1_1/wav\Session12\Sess12_script05_User082F_018.wav,너무 좋아.
1225,1225,./KEMDy20_v1_1/wav\Session12\Sess12_script05_User082F_019.wav,"좋긴 한데 엄마가 그렇게 고생하면서 갔다 오는 게 그 과정이 너무 싫으니까 엄마가 해준 밥이 먹기가 싫다고 말을 해, 엄마한테."
1226,1226,./KEMDy20_v1_1/wav\Session12\Sess12_script05_User082F_020.wav,왜냐면 우리가 간다고 하면 새벽부터 일어나가지고 또 그렇게 고생하고 할 걸 너무 뻔히 아니까 차라리 난 나가서 그냥 사 먹고 어 고생 안 하고 그냥 그냥 그렇게 간단하게 먹고 딱 들어와가지고 엄마도 편히 쉬었으면 좋겠는데 우리 해주고 나서 또 치우고 뭐 한다고 그런 게 나는 그 과정들이 너무 힘든 거 같아서 되게 맨날 싫다고만 했었던 거 같애.
1227,1227,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_001.wav,바닷가에 떠내려 오고.
1228,1228,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_002.wav,나는 나는 어렸을 때 사고 기억들 밖에 없잖아.
1229,1229,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_003.wav,그니까는 항상 근데 그때마다 너가 옆에 있었어.
1230,1230,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_004.wav,"그니까 그때 차에서도 다쳤잖아, 근데 너무 그때 당시에는 무덤덤한 거야."
1231,1231,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_005.wav,근데 그게 그 후가 더 무서웠어.
1232,1232,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_006.wav,그니까 막상 딱 사고가 났을 때에는 어 아무 생각도 안 나고 딱 어 멍 어 아픈 것도 잘 모르겠고 그냥 그 감각이 무뎌진다고 그래야 하나?
1233,1233,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_007.wav,그런 게 되게 컸어.
1234,1234,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_008.wav,그래서 어 어 괜찮나 진짜로 근데 딱 되게 다행이었던 게 엄마랑 너가 안 다친 게 너무 다행인 거야.
1235,1235,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_009.wav,그래서 아 그렇구나 그럼 다행이다.
1236,1236,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_010.wav,그래놓고 이제 갔다가 꼬매는 게 잘 못 돼가지고 그때 힘들었던 거지 그 당시에는 되게 침착했던 거 같애.
1237,1237,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_011.wav,그리고 어렸을 때에도 선풍기 떨어져가지고 여기 다쳤잖아.
1238,1238,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_012.wav,그때에도 어린 마음에 그 피가 이렇게 사람들이 피가 되게 소중하다고 막 그랬잖아.
1239,1239,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_013.wav,그니까는 이걸 이렇게 지혈을 할 줄을 알았어야 됐는데 그걸 모르니까 이 피를 손으로 받고 갔었잖아.
1240,1240,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_014.wav,"어, 그런 그때 생각해보면 진짜 끔 쫌 내가 엄청 어렸 어렸다 그래야 하나?"
1241,1241,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_015.wav,지금 생각해보면 어린애들인데 참 그게 그런 사고들이 참 많았어.
1242,1242,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_016.wav,무섭기도 했고.
1243,1243,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_017.wav,출 칠준인가?
1244,1244,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_018.wav,"세게 박았어, 맞아."
1245,1245,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_019.wav,어 나 이번 사고 났을 때 있지.
1246,1246,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_020.wav,나 그때 딱 교통사고 나서 근데 그때 그렇게 그렇게 크게 안 났었어.
1247,1247,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_021.wav,그냥 이렇게 탁하고 탁 나서 딱 됐는데 그러고 교통사고 나서 내가 수아 언니한테 전화를 했어.
1248,1248,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_022.wav,언니가 전화해서 말하고 나 그냥 내가 그대로 차를 끌고 갈라 그랬어.
1249,1249,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_023.wav,그랬는데 그냥 거기 가만히 있고 온다는 거야.
1250,1250,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_024.wav,나 아무렇지도 않은데 지금.
1251,1251,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_025.wav,너무 괜찮은데 왜 온다 그러지?
1252,1252,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_026.wav,"아니 괜찮은데 나 아무 그 없는데 나 아프지도 않고 지금 뭐 크게 다치지도 않고 차도 그냥 좀 찌그러진 정돈데 이 생각을 하고 갔, 했다?"
1253,1253,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User081F_027.wav,근데 딱 님이 와서 나한테 이렇게 얘기하고 딱 차를 돌려가지고 출발을 하는데 눈물이 나는 거야.
1254,1254,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_001.wav,"이번에 저거 영상 보니까 이번에 기사가 지난 좀 됐긴 했는데 코로나 터지고 나서 레바논에 화재, 공장인가?"
1255,1255,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_002.wav,"완전 폭파해 가지고 그쪽이 지금 영상처럼 그런 식으로 됐었단 말이야, 거의."
1256,1256,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_003.wav,근데 이제 거기서 가장 그 영상에서 내가 페이스북에서 봤던 게 뭐였냐면 그 터지는 와중에 다 흔들리고 창이 깨지잖아.
1257,1257,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_004.wav,이제 폭파에 대한 그런 거 때문에.
1258,1258,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_005.wav,근데 이제 거기서 이제 이제 신생아실 맡았던 간호사들 그런 영상들 있잖아.
1259,1259,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_006.wav,간호사들이 세네명 애들을 다 안고 막 끌어가지고 애부터 지킬려고 다들 하시고 그리고 거기서도 다른데 영상에서도 유리가 터지는데 애기가 베란다에 놀고 있으니까 엄마가 딱 안아가지고.
1260,1260,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_007.wav,바로 이렇게 밑에 있는데 근데 거기서 그런 거 보면서 아 진짜 너무나 내가 만약에 저 상황에 되면 어 내가 할 수 있을까 라는 생각을 되게 많이 했어.
1261,1261,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_008.wav,그니까 나는 나 먼저 피하기 바쁠 수도 있겠다 라는 생각을 하는데 어떻게 저렇게 무서운 상황에서 사람들을 구할 수 있나 이런 생각도 들고 이번에 저런 나는 막 우리가 영화 같은 지진이나 이런 폭파나 그런 게 있었잖아.
1262,1262,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_009.wav,근데 이게 실제로 일어난 동영상을 보니까 진짜로 막 너무 무서운 어 너무 무서운 거야.
1263,1263,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_010.wav,특히나 우리는 원래 지진도 많이 안 났던 나라지만 어느 순간부터 지진이 점점 강도가 심해지고 이번에 코로나도 이렇게 바이러스가 확진될지 막 이렇게 확산될지 몰랐잖아.
1264,1264,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_011.wav,그래가지고 막 사람들이 죽는데 유럽 같은 경우는 사람들 시신 놀 때가 없으니까 에다가 시신 놓고.
1265,1265,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_012.wav,어 이런 걸 보면서 아 진짜 영화가 현실이 돼가는구나라는 생각을 진짜 많이 하면서 이게 내가 살고 있는 게 조금 뭔가 아 좀 그랬어.
1266,1266,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_013.wav,"나도 무덤덤했어, 웃기고."
1267,1267,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_014.wav,아무 생각이 안 나.
1268,1268,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_015.wav,거짓말 같애.
1269,1269,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_016.wav,"그치, 우리는 사고 교통 사고 좀 많이 당했던 거 같애."
1270,1270,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_017.wav,"그때 우리 첫 눈 온 날 고속도로에서 교통 사고 났잖아, 우리 가족들."
1271,1271,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_018.wav,"근데 그때 나는 학교 딱 교통 사고 나자마자 아 학교 안 가도 되겠다 중간, 중간 고사 안 봐도 되겠다 이런 생각이 처음엔 좋다가 내가 머리를 그때 뇌진 머리 박아가지고 뇌진탕 어 세게 박아서 한 한 달 넘게 입원했지."
1272,1272,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_019.wav,그때 두통이 너무 심해가지구 뇌가 부어가지고 병원에 갔잖아.
1273,1273,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_020.wav,근데 난 처음에는 웃기기만 했잖아.
1274,1274,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_021.wav,어 친구들 연락 와도 언니가 장난쳐놓고 근데 안심이 되는 순간 하 긴장이 풀리는 순간 너무 막 눈물이 나기 시작하는 거야.
1275,1275,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_022.wav,"그 사고에 대해서 너무 무서웠던 거야, 스스로가."
1276,1276,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_023.wav,"그때 교회 가서 되게 많이 울었잖아, 내가."
1277,1277,./KEMDy20_v1_1/wav\Session12\Sess12_script06_User082F_024.wav,그 그래서 아 사고 당했을 땐 사람이 그냥 아무것도 뭘 모르는구나 생각을 진짜 많이 해.
1278,1278,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_001.wav,아 AI 개 웃겼어.
1279,1279,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_002.wav,나는 AI가 제일 웃겼어 그 시리 때문에.
1280,1280,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_003.wav,음 아니야 컬투쇼는 그냥 어 뭐지 짤로만?
1281,1281,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_004.wav,유튜브 클립으로만 봤는데.
1282,1282,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_005.wav,역시 재밌었어요.
1283,1283,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_006.wav,"나 왜 일할 때, 아이폰, 나 아이폰 썼으니까."
1284,1284,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_007.wav,"뭐지 시리가, 시리가 왜 발음이 비슷하면은 그냥 켜져가지고 네 부르셨습니까 이런 얘기 하고."
1285,1285,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_008.wav,응 얘가 왜 켜져?
1286,1286,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_009.wav,응 갑자기 켜져.
1287,1287,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_010.wav,진지한 상황에서도 키면은 이제 놀라워.
1288,1288,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_011.wav,켜지면은.
1289,1289,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_012.wav,어 나는 솔직히 음 그것도 재밌긴 했었어.
1290,1290,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_013.wav,근데 나는 그 뒤에 거가 조금 더 세서.
1291,1291,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_014.wav,응 근데 그것도 재밌었어.
1292,1292,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_015.wav,그거 엄마가 하는 반응이 제일 웃겼어.
1293,1293,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_016.wav,딸이랑 아버지랑 둘이 있다가 이 뒤에서 어머니가 초벌 작업을 한다고 나두 맞아 맞아.
1294,1294,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_017.wav,약간 본인 경험담 아니었을까?
1295,1295,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_018.wav,그리고 아버지 반응도 되게 아무렇지 않게.
1296,1296,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_019.wav,어머니 왜?
1297,1297,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_020.wav,그럼 뭐라고 하셔.
1298,1298,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_021.wav,아 귀엽다.
1299,1299,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_022.wav,우리 집도 안 써.
1300,1300,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_023.wav,우리 집도 안 쓰고 근데 친구네 AI 쓰는데 어 뭐였지 빅스비.
1301,1301,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_024.wav,"빅스, 아 지니인가 빅스비인가."
1302,1302,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_025.wav,그 TV 있잖아.
1303,1303,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_026.wav,"어 그거 하, 아 맞아 기가 지니."
1304,1304,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_027.wav,기가 지니 하는데 발음 제대로 불러서 해줘야 된다고 되게 은근 불편하더라.
1305,1305,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_028.wav,응 근데 재밌어.
1306,1306,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_029.wav,원하지 않는 거 자꾸 틀어줘.
1307,1307,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_030.wav,랜덤으로 지니가 막 맨날 틀어줘.
1308,1308,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_031.wav,틀어줬었어.
1309,1309,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_032.wav,"응 확실, 확실히 편하기는 하지."
1310,1310,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_033.wav,편하고 재밌고 다 같이 있었을 때 상황이 더 재밌었을 거 같애.
1311,1311,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_034.wav,다 같이 있는 상황에서.
1312,1312,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_035.wav,"정찬우, 정찬우랑 김태균."
1313,1313,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_036.wav,"소리 너무 찰, 진짜 목소리 개 존나 찰지게 나."
1314,1314,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_037.wav,그거 그 프로그램에서 편집한 거겠지?
1315,1315,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_038.wav,그쪽 채널에서?
1316,1316,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_039.wav,"편집 잘했, 어 재미 잘해놨더라."
1317,1317,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_040.wav,컬투쇼 가끔씩 한 번씩 들으면 들리면은 진짜 재밌는 것들 너무 많아가지고.
1318,1318,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_041.wav,오키 오키 오키.
1319,1319,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_042.wav,응 근데 아무 생각 없이 듣고 다니면은 빵 터지는데 버스 같은 데서 이거 컬투쇼 틀어놓는 경우가 있거든?
1320,1320,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_043.wav,어 그러면은 타고 가다가 들리잖아?
1321,1321,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_044.wav,그럼 듣고 그냥 웃어.
1322,1322,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_045.wav,혼자 빵 터짐.
1323,1323,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User025F_046.wav,나 그래서 잘 안 해 난 사실.
1324,1324,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_001.wav,언니 언니 이거 컬투쇼 이거 어떻게 봤어요?
1325,1325,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_002.wav,어 그 평소에 컬투쇼 많이 봤어요?
1326,1326,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_003.wav,이 이게 되게 재미있는 영상이잖아요.
1327,1327,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_004.wav,근데 저도 자주 보진 않았는데 이게 되게 웃긴 거 같애요.
1328,1328,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_005.wav,기계랑 특히 얘기하는 게 뭔가 일상생활에서 사람들이 자주 있잖아요.
1329,1329,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_006.wav,뭐 빅스비라던지.
1330,1330,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_007.wav,그런 게 참 재밌는 거 같애요.
1331,1331,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_008.wav,"어 맞아요, 그럴 때마다 진짜 재밌는 거 같아요."
1332,1332,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_009.wav,우연치 않게 되게 재밌다고 해야 되나?
1333,1333,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_010.wav,그리고 첫 번째 이야기가 AI 말고 그 겨드랑이 털.
1334,1334,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_011.wav,"이게 이거는 어, 어땠어요?"
1335,1335,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_012.wav,어떻게 보면 되게 민망한 건데 또 가족이니까 똠 절 다른 사람보다는 아무래도 편하니까? .
1336,1336,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_013.wav,어 전 그 즈즈 음.
1337,1337,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_014.wav,그 말이 너무 재밌는 거 같애요.
1338,1338,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_015.wav,가위로 미리 해놓고 하라는 말이 진짜 생각지도 못한 말이어가지고.
1339,1339,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_016.wav,그니까요.
1340,1340,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_017.wav,진짜 본 그게 더 웃긴 거 같.
1341,1341,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_018.wav,저 저는 저도 가족끼리 엄마가 아빠 면도기를 그렇게 써가지고 막 좀 찝찝하다고 아빠가 말하는데 너무 웃긴 거예요.
1342,1342,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_019.wav,그냥 왜 내가 썼는데 왜.
1343,1343,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_020.wav,근데 요즘 진짜 AI를 많이 쓰는 거 같애요.
1344,1344,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_021.wav,되게 종류가 많은 거 같애.
1345,1345,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_022.wav,저는 아직 안 쓰고 있는데.
1346,1346,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_023.wav,기가지니?
1347,1347,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_024.wav,아 아 그러고 있을 거 같애요.
1348,1348,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_025.wav,아 근데 불편한 것도 불편한 건데 뭔가 재밌는 일이 더 많을 거 같애요.
1349,1349,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_026.wav,제가 생각했을 땐.
1350,1350,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_027.wav,어어 컬투쇼 진짜 그 누구지?
1351,1351,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_028.wav,"정, 이름이 뭐지?"
1352,1352,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_029.wav,"근데 이번엔 권혁수랑 같이하는데 진짜 이붓, 그 웃, 계속 지금 말한 사람 김태균이죠?"
1353,1353,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_030.wav,어 너무 소리를 너무 웃기게 잘 내는 거.
1354,1354,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_031.wav,근데 그 자막까지 막 계속 진짜 자막 웃기게 다는 것도 중요한 거 같애.
1355,1355,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_032.wav,어 편집도 요즘 되게 재밌게.
1356,1356,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_033.wav,MC도 중요한데 편집도 진짜 너무 재밌는 거 같애.
1357,1357,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_034.wav,가끔 친구들이랑 얘기할 때도 웃긴 거 서로 막 얘기하고 컬투쇼에서 봤던 거.
1358,1358,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_035.wav,그러면은 진짜 웃음이 엄청 빵 터지는 거 같애.
1359,1359,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_036.wav,너무 재밌어요.
1360,1360,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_037.wav,진짜 웃고 싶을 때 꼭 필요한 영상이라 할까?
1361,1361,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_038.wav,이제 어 제모가 전 근데 제모가 더 웃겼거든요?
1362,1362,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_039.wav,"전 너무 공감, 공감?"
1363,1363,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_040.wav,진짜 제모 너무 귀찮아가지고.
1364,1364,./KEMDy20_v1_1/wav\Session13\Sess13_script01_User026F_041.wav,응 저도요.
1365,1365,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_001.wav,"안녕하세요였지, 그거."
1366,1366,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_002.wav,안녕하세요였지 폐지됐었나?
1367,1367,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_003.wav,"예전에 한창 막 할 땐 좀 잘 봤었는데, 어 그리고 나서는 안 봤던 거 같아."
1368,1368,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_004.wav,"어어어 조금 심각, 좀 심각한."
1369,1369,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_005.wav,3년째 안 했다고.
1370,1370,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_006.wav,"근데 그게 아빠가 이제 너무 가부장적인, 뭐라 해야 되지?"
1371,1371,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_007.wav,가부장적으로?
1372,1372,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_008.wav,"약간 되게 무섭게 했을 거 같애, 어."
1373,1373,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_009.wav,"근데 진짜 그러는 상황에서 어떻게 계속 싸, 버텼을지가."
1374,1374,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_010.wav,진짜 힘든 거 같애.
1375,1375,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_011.wav,맨날 그 남편이 운동도 한다고 그랬잖아.
1376,1376,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_012.wav,"운동을 하는데, 언제 화낼지 몰라 너무 진짜 살얼음판 걸리는 사람과 같은 건데."
1377,1377,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_013.wav,"진짜 맨날 긴장하고, 불안하고."
1378,1378,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_014.wav,"맞아 맞아 다혈, 다혈질이라고."
1379,1379,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_015.wav,"당연하지, 무조건 이건 난 잘못했다고 보는데."
1380,1380,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_016.wav,근데 우리 이제 다른 애들한테서도 이게 일반적으로 그런 상황?
1381,1381,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_017.wav,"아부, 아부지든 집안의 큰 어른이라고 하는 사람들이 이제 독선적이거나 약간 엄하게 무서운 존재로 있는 쪽은 좀 많은 거 같애서."
1382,1382,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_018.wav,"근데 전반적으로 아빠 말이 다 옳고, 어른들 위주로."
1383,1383,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_019.wav,옛날 시대.
1384,1384,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_020.wav,근데 듣는 당사자한테는 그게 엄청난 스트레스지.
1385,1385,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_021.wav,그치 쌓이고 쌓이니까.
1386,1386,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_022.wav,"나는 제일 최근에 이제 내가 타투를 진짜 너무 하고 싶은데, 이제 들키면은 절대 못하니까 이제 집에서는 그런 거는 그 소위 좀 노는 애들이라고 해야 되나?"
1387,1387,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_023.wav,"요즘에는 애들, 어 그치 요즘에는 타투 정말 아무렇지도 않게 하는데, 이제 어른들 눈에는 이거는 좀 노는 애들이나 불성실한 애들이 한다 그러니까 타투의 타자도 못 꺼내겠거든."
1388,1388,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_024.wav,진짜 할 거면은 진짜 평생 안 들킬 각오하거나 등짝 스매싱 맞을 각오하고 해야 돼.
1389,1389,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User025F_025.wav,"저 주변에 애들도 하시는, 한 내 주위에 타투 한 애들이 조금 많은데 다 거의 한 7, 80퍼센트는 몰래 했다고 하더라."
1390,1390,./KEMDy20_v1_1/wav\Session13\Sess13_script02_User026F_001.wav,맞아요 안녕하세요.
